caller_id,caller_type,callee_id,started_at,duration
+255 288 243 6585,customers,+86 231 940 5196,2018-07-09T22:36:44.458,2460
+63 390 716 1146,people,+351 272 414 6570,2018-07-04T21:43:44.973,117
+63 390 716 1146,customers,+62 107 530 7500,2018-07-08T18:29:56.015,7236
+57 876 719 4988,people,+7 555 819 6329,2018-08-02T03:04:20.312,95
+51 415 553 5490,people,+965 148 209 6906,2018-08-16T11:50:38.043,173
+1 384 132 9095,customers,+351 543 997 4318,2018-06-09T15:38:22.369,2767
+81 746 154 2598,people,+358 500 913 8251,2018-07-18T17:32:09.732,49
+86 666 694 3017,people,+86 133 298 2856,2018-08-19T21:54:04.552,60
+45 792 227 1110,customers,+33 899 450 7675,2018-08-12T14:47:36.312,3955
+30 328 155 8097,people,+46 425 813 2534,2018-08-19T14:04:36.042,3573
+62 587 949 6348,people,+51 886 864 7025,2018-08-11T10:58:28.557,3013
+216 124 435 9613,customers,+221 577 657 7754,2018-08-15T16:10:21.917,2515
+7 690 597 4443,people,+86 186 512 0374,2018-06-17T21:42:28.309,433
+850 471 675 1116,customers,+98 238 641 5078,2018-07-04T16:17:54.023,8220
+98 238 641 5078,people,+7 873 600 5716,2018-08-21T08:49:01.636,146
+81 153 962 4648,people,+7 457 874 9277,2018-07-27T04:51:04.839,930
+81 153 962 4648,people,+48 195 624 2025,2018-06-06T08:34:31.555,409
+1 424 265 8640,people,+48 735 538 2574,2018-07-23T15:45:43.083,178
+46 983 626 0444,customers,+33 899 450 7675,2018-07-25T00:32:27.860,10460
+66 406 272 0080,customers,+98 238 641 5078,2018-08-11T12:34:51.485,2526
+27 407 187 3101,people,+86 628 553 0478,2018-06-12T13:27:36.577,594
+63 815 962 6097,people,+967 362 261 2147,2018-06-21T15:45:27.131,991
+255 288 243 6585,people,+234 731 633 1022,2018-07-15T20:59:16.715,52
+51 415 553 5490,people,+86 248 389 8617,2018-08-28T02:53:34.316,195
+66 406 272 0080,people,+48 685 918 7460,2018-06-24T09:25:26.488,72
+591 948 181 0275,people,+7 330 587 6318,2018-08-04T03:29:53.694,128
+591 948 181 0275,customers,+58 309 892 3683,2018-08-01T06:43:20.435,3771
+252 588 156 8989,people,+86 586 506 6067,2018-07-08T19:17:02.233,1679
+63 699 640 6521,people,+55 904 918 5912,2018-06-08T12:27:06.798,47
+420 538 824 5280,customers,+51 415 553 5490,2018-07-27T05:09:28.005,3053
+261 860 539 4754,people,+66 476 694 0263,2018-07-01T23:09:17.551,40
+31 461 329 9985,people,+380 536 814 3789,2018-06-20T06:31:02.853,2041
+46 946 207 0186,people,+212 521 165 3985,2018-08-14T17:50:23.195,659
+47 287 788 2428,people,+1 841 103 5702,2018-07-27T04:18:29.111,114
+86 682 953 4286,people,+370 880 337 1744,2018-06-23T10:16:23.586,663
+351 235 124 9020,people,+7 457 874 9277,2018-09-02T04:05:38.500,922
+62 635 323 3882,people,+86 848 470 7531,2018-08-06T17:09:10.920,1093
+62 429 757 5087,people,+33 596 442 8992,2018-08-28T01:35:51.124,46
+86 682 953 4286,people,+54 918 106 7139,2018-08-16T16:15:42.402,175
+81 746 154 2598,customers,+66 615 504 8426,2018-07-23T16:15:00.845,9211
+62 429 757 5087,customers,+351 699 781 7790,2018-07-05T17:50:29.595,8553
+46 983 626 0444,customers,+98 238 641 5078,2018-07-24T11:01:15.502,2488
+351 235 124 9020,people,+55 492 114 4068,2018-08-10T14:19:46.491,7
+55 125 114 0729,people,+234 182 258 2664,2018-07-24T09:50:13.142,639
+45 792 227 1110,people,+63 895 969 5583,2018-08-26T20:23:22.347,162
+1 384 132 9095,people,+351 964 407 2558,2018-07-24T09:47:53.723,679
+63 390 716 1146,people,+7 250 295 1424,2018-06-13T11:45:46.049,98
+252 588 156 8989,people,+86 782 425 5756,2018-08-15T13:55:35.575,165
+86 231 940 5196,people,+7 457 874 9277,2018-06-15T21:57:32.896,169
+62 421 486 9194,customers,+33 454 926 8596,2018-06-10T14:46:14.852,2549
+62 441 776 5105,people,+7 457 874 9277,2018-07-08T20:57:33.269,1086
+86 682 953 4286,people,+62 438 838 0450,2018-06-16T04:37:38.047,160
+62 587 949 6348,people,+7 636 684 8842,2018-08-24T16:58:56.450,76
+66 615 504 8426,customers,+62 691 123 7989,2018-07-21T19:55:27.490,1580
+63 815 962 6097,people,+86 254 446 9617,2018-07-08T00:07:23.184,1306
+54 890 522 5284,people,+36 318 105 5629,2018-09-03T22:32:10.499,90
+63 390 716 1146,people,+62 210 565 0115,2018-08-04T07:07:34.510,1078
+86 467 545 3578,people,+86 163 534 8518,2018-07-30T23:25:17.125,88
+7 454 540 0474,customers,+1 424 265 8640,2018-06-19T20:46:00.909,2475
+98 238 641 5078,people,+212 521 165 3985,2018-07-13T05:45:20.213,1041
+55 316 423 7951,people,+63 585 918 6925,2018-08-25T09:36:53.053,109
+49 106 684 3294,people,+249 672 592 1575,2018-09-04T03:53:56.432,1674
+7 371 758 4851,customers,+95 983 880 9416,2018-08-09T10:03:42.566,5321
+51 901 242 0584,customers,+7 235 325 7495,2018-07-06T19:42:38.615,9398
+86 939 147 9288,people,+351 478 892 3904,2018-07-28T18:27:13.670,3466
+1 384 132 9095,people,+1 841 103 5702,2018-06-15T22:03:08.858,3
+7 454 540 0474,people,+962 105 418 2424,2018-06-25T02:32:47.970,8
+355 556 407 0145,people,+86 940 763 2162,2018-07-21T20:57:07.645,2326
+86 172 496 6097,customers,+7 454 540 0474,2018-06-12T15:12:48.652,2232
+52 345 844 0838,people,+57 555 972 0633,2018-08-01T07:38:48.711,2778
+7 690 597 4443,people,+81 438 800 8185,2018-09-01T01:04:38.883,51
+98 238 641 5078,people,+62 442 616 4700,2018-06-13T06:44:24.178,936
+63 815 962 6097,customers,+81 308 988 7153,2018-06-12T03:10:54.980,8318
+49 686 145 1656,people,+965 148 209 6906,2018-08-03T14:27:47.216,455
+63 390 716 1146,people,+57 722 575 9749,2018-08-17T03:49:32.697,1430
+351 235 124 9020,people,+351 883 581 3751,2018-06-23T09:32:30.073,2857
+81 746 154 2598,people,+33 596 442 8992,2018-07-25T06:20:11.994,83
+7 884 177 0089,people,+380 536 814 3789,2018-08-31T10:59:27.511,781
+30 328 155 8097,people,+86 794 748 8593,2018-07-14T06:21:13.238,1235
+7 690 597 4443,people,+359 150 266 8547,2018-07-18T00:35:55.156,351
+1 384 132 9095,customers,+355 556 407 0145,2018-07-03T22:24:15.188,7779
+81 153 962 4648,customers,+54 890 522 5284,2018-06-16T03:50:16.782,8340
+86 682 953 4286,people,+63 210 501 5367,2018-07-24T00:28:20.234,1118
+33 899 450 7675,customers,+7 454 540 0474,2018-06-10T01:29:48.570,6719
+1 136 994 5079,people,+46 425 813 2534,2018-07-18T12:49:15.999,64
+850 471 675 1116,people,+63 536 683 3262,2018-08-19T02:27:26.482,3159
+252 588 156 8989,people,+81 928 887 8969,2018-07-22T02:29:13.062,112
+63 390 716 1146,customers,+1 210 254 8475,2018-08-16T21:24:09.496,9160
+597 769 358 0569,people,+48 415 130 4060,2018-07-15T18:48:44.833,960
+86 666 694 3017,people,+32 331 499 7500,2018-08-27T12:44:00.808,1730
+63 390 716 1146,people,+63 584 757 2676,2018-07-23T02:59:00.037,874
+1 662 380 0589,people,+238 464 749 7553,2018-06-26T06:31:14.220,3191
+351 149 297 1404,customers,+55 316 423 7951,2018-08-21T15:02:02.744,5807
+49 686 145 1656,people,+46 586 601 1387,2018-08-03T22:58:12.776,99
+7 371 758 4851,people,+86 911 311 6313,2018-08-23T03:59:36.189,283
+86 939 147 9288,customers,+51 415 553 5490,2018-08-18T09:29:08.379,2045
+63 390 716 1146,people,+55 337 632 4995,2018-08-31T23:14:18.479,462
+63 390 716 1146,people,+32 331 499 7500,2018-07-15T20:57:02.733,39
+7 454 540 0474,people,+996 926 328 2482,2018-07-30T17:36:06.367,1095
+33 789 705 4973,people,+62 820 550 8107,2018-06-06T23:01:36.023,115
+62 635 323 3882,people,+86 974 870 5788,2018-06-17T09:11:54.873,2008
+63 631 854 2672,people,+63 808 497 1769,2018-08-14T21:06:57.741,43
+48 503 552 2864,people,+92 994 237 3140,2018-06-28T18:38:20.595,46
+62 493 645 0239,people,+351 398 218 9116,2018-07-22T04:45:31.636,268
+46 983 626 0444,people,+86 211 590 1388,2018-07-05T21:35:25.948,140
+62 163 815 9844,people,+212 123 830 9119,2018-07-26T05:50:31.601,13
+33 454 926 8596,people,+86 510 307 7158,2018-06-28T23:26:27.552,721
+389 785 553 2178,people,+420 889 439 6249,2018-08-11T03:15:29.098,1076
+351 149 297 1404,people,+7 136 408 5882,2018-07-08T03:34:59.483,280
+597 769 358 0569,people,+86 976 128 0131,2018-08-24T23:43:24.792,65
+33 454 926 8596,people,+86 974 870 5788,2018-06-25T14:41:41.551,878
+597 769 358 0569,people,+351 272 414 6570,2018-08-19T00:37:33.385,114
+216 124 435 9613,people,+86 437 159 4156,2018-07-09T00:39:30.628,502
+62 163 815 9844,customers,+7 722 998 0596,2018-06-17T23:41:15.687,10203
+7 454 540 0474,people,+54 805 631 3053,2018-07-07T13:39:30.653,332
+27 407 187 3101,people,+62 358 986 3837,2018-07-05T02:09:52.507,13
+62 635 323 3882,people,+1 290 555 8205,2018-08-01T17:55:08.855,167
+81 308 988 7153,people,+967 974 664 3827,2018-09-02T20:10:30.311,1390
+49 686 145 1656,people,+970 729 991 1150,2018-08-14T09:53:04.687,744
+7 235 325 7495,people,+234 731 633 1022,2018-09-03T10:16:24.678,1006
+86 682 953 4286,customers,+389 785 553 2178,2018-06-17T00:45:46.926,3725
+54 890 522 5284,customers,+370 351 224 5176,2018-06-06T09:29:55.839,1581
+62 107 530 7500,people,+967 190 245 1537,2018-07-30T01:26:16.062,179
+51 901 242 0584,people,+506 400 127 9796,2018-06-16T14:53:51.714,41
+49 106 684 3294,people,+506 708 178 6852,2018-07-03T00:41:01.490,204
+7 690 597 4443,people,+57 609 779 5176,2018-08-17T01:50:34.772,161
+46 946 207 0186,people,+86 226 243 1746,2018-06-25T16:07:05.743,66
+62 235 664 6205,people,+86 902 758 2289,2018-07-12T08:16:04.555,84
+49 106 684 3294,people,+33 130 458 6541,2018-06-27T00:08:55.182,1474
+255 288 243 6585,people,+86 133 217 5321,2018-06-16T09:12:01.902,81
+98 238 641 5078,customers,+63 699 640 6521,2018-08-18T00:22:59.473,9157
+48 708 591 4609,people,+86 794 748 8593,2018-06-07T22:19:53.728,176
+221 577 657 7754,people,+62 713 224 9007,2018-08-01T14:41:49.899,55
+62 477 203 1324,people,+62 541 969 0814,2018-06-11T01:38:01.077,592
+63 815 962 6097,people,+86 940 564 9262,2018-07-27T09:22:27.392,1568
+86 231 940 5196,people,+86 782 425 5756,2018-08-05T22:21:49.252,62
+54 398 559 0423,people,+48 195 624 2025,2018-06-14T06:06:01.883,37
+63 631 854 2672,customers,+62 493 645 0239,2018-07-18T23:45:46.062,3811
+48 708 591 4609,people,+234 182 258 2664,2018-07-24T17:58:38.970,6
+27 407 187 3101,people,+54 805 631 3053,2018-08-10T07:40:15.054,103
+81 153 962 4648,customers,+62 691 123 7989,2018-08-06T04:15:16.236,4226
+1 136 994 5079,people,+54 335 334 1966,2018-06-19T03:46:04.708,107
+47 287 788 2428,people,+86 248 389 8617,2018-08-15T01:55:34.672,2112
+62 493 645 0239,people,+351 193 656 5262,2018-08-03T21:37:52.392,136
+86 262 669 5847,people,+351 960 435 4039,2018-09-02T18:21:28.760,617
+86 666 694 3017,customers,+49 106 684 3294,2018-07-28T04:54:15.571,7997
+686 141 630 2349,people,+7 457 874 9277,2018-09-03T15:03:46.356,3276
+55 125 114 0729,people,+86 970 353 1268,2018-08-11T23:03:10.233,377
+62 828 512 9172,customers,+63 354 310 6825,2018-07-06T07:56:34.038,10242
+46 946 207 0186,people,+86 323 461 0569,2018-08-14T05:33:51.921,1677
+351 149 297 1404,people,+81 563 264 1993,2018-07-13T10:11:29.823,203
+48 708 591 4609,people,+55 763 185 1340,2018-07-23T23:59:13.859,57
+62 828 512 9172,people,+63 705 641 2260,2018-07-13T00:11:16.417,37
+62 235 664 6205,people,+62 820 550 8107,2018-08-31T21:26:39.496,100
+62 828 512 9172,people,+86 890 802 2943,2018-07-14T11:52:24.318,134
+221 577 657 7754,people,+55 871 215 5403,2018-08-24T12:36:51.081,88
+45 792 227 1110,people,+63 367 339 5563,2018-07-02T20:54:58.209,929
+63 631 854 2672,people,+66 476 694 0263,2018-07-04T03:25:30.992,12
+86 467 545 3578,people,+963 581 584 9910,2018-07-26T18:11:58.043,81
+62 362 318 0581,people,+62 291 610 7715,2018-09-01T02:51:49.241,106
+62 477 203 1324,people,+48 415 130 4060,2018-08-05T00:34:34.586,1090
+374 531 732 9074,people,+92 994 237 3140,2018-06-22T01:16:41.010,837
+374 531 732 9074,people,+7 401 678 5075,2018-07-07T23:36:25.509,158
+63 958 715 1786,people,+7 136 408 5882,2018-08-31T03:47:58.659,412
+7 454 540 0474,people,+63 584 757 2676,2018-07-24T18:57:32.711,2408
+46 983 626 0444,people,+86 787 989 5295,2018-07-16T01:50:54.250,3225
+45 792 227 1110,customers,+62 828 512 9172,2018-09-02T08:07:55.640,4892
+81 153 962 4648,people,+48 899 676 7713,2018-07-12T17:00:36.921,628
+351 543 997 4318,customers,+62 635 323 3882,2018-07-22T17:41:47.328,4009
+33 454 926 8596,people,+62 361 805 4508,2018-07-02T18:16:31.898,1947
+591 948 181 0275,people,+86 837 934 2184,2018-07-07T10:35:05.369,168
+33 454 926 8596,people,+86 989 998 5001,2018-08-10T09:12:28.113,566
+54 398 559 0423,people,+63 536 683 3262,2018-06-22T13:30:22.887,77
+55 125 114 0729,people,+86 892 682 0628,2018-07-12T21:45:22.227,36
+33 789 705 4973,people,+7 383 439 7314,2018-07-24T03:40:19.351,3466
+880 194 102 3763,people,+255 587 909 4812,2018-06-06T03:34:05.322,28
+62 728 538 7442,people,+55 231 788 9595,2018-07-19T06:38:33.287,2946
+62 477 203 1324,people,+51 342 271 7550,2018-06-12T18:15:29.898,1184
+98 238 641 5078,customers,+62 587 949 6348,2018-08-10T13:33:07.378,10012
+686 141 630 2349,people,+48 690 297 4549,2018-09-03T17:11:25.796,64
+86 262 669 5847,people,+63 536 683 3262,2018-06-16T13:47:38.886,642
+597 769 358 0569,people,+63 210 501 5367,2018-08-03T11:21:15.426,128
+7 235 325 7495,people,+234 370 280 1569,2018-07-20T17:41:59.921,455
+63 958 715 1786,people,+62 533 266 3426,2018-08-09T10:45:50.416,176
+86 521 724 9687,people,+971 477 289 5571,2018-06-07T05:02:02.585,114
+86 262 669 5847,people,+62 106 468 0924,2018-08-25T00:44:43.576,654
+62 429 757 5087,people,+63 705 641 2260,2018-07-22T21:40:23.471,167
+7 722 998 0596,people,+7 555 819 6329,2018-06-30T03:53:55.551,1048
+355 556 407 0145,people,+30 776 376 5893,2018-08-20T18:29:28.859,119
+52 345 844 0838,people,+86 970 353 1268,2018-08-05T03:51:49.197,116
+263 498 495 0617,people,+86 241 252 5167,2018-09-01T21:33:14.119,137
+86 467 545 3578,people,+62 358 986 3837,2018-08-27T19:09:43.556,117
+62 728 538 7442,people,+86 911 311 6313,2018-08-24T04:39:56.080,451
+95 983 880 9416,people,+507 911 871 1991,2018-07-27T13:59:59.456,87
+62 477 203 1324,customers,+86 521 724 9687,2018-08-04T09:25:18.612,4279
+66 406 272 0080,people,+63 568 308 7439,2018-06-28T09:00:15.952,85
+55 316 423 7951,customers,+86 682 953 4286,2018-08-15T18:07:06.383,10055
+86 467 545 3578,people,+86 163 534 8518,2018-08-01T13:39:17.431,1374
+62 107 530 7500,people,+54 805 631 3053,2018-07-14T04:05:06.358,492
+47 287 788 2428,people,+55 871 215 5403,2018-08-01T07:50:49.749,60
+62 477 203 1324,customers,+7 454 540 0474,2018-06-19T21:01:13.621,10724
+7 235 325 7495,people,+7 414 625 3019,2018-06-21T02:28:00.845,301
+255 288 243 6585,customers,+58 309 892 3683,2018-07-10T00:43:07.716,4254
+62 421 486 9194,people,+57 476 473 1122,2018-08-03T06:58:11.214,1056
+51 415 553 5490,people,+86 794 748 8593,2018-08-10T00:00:07.919,442
+62 477 203 1324,people,+86 248 389 8617,2018-08-18T08:52:29.199,134
+351 699 781 7790,people,+34 547 482 5737,2018-06-05T00:40:35.666,693
+261 860 539 4754,customers,+420 538 824 5280,2018-08-17T05:32:55.794,6528
+7 722 998 0596,people,+86 437 159 4156,2018-08-29T22:39:31.075,168
+7 884 177 0089,people,+7 873 600 5716,2018-06-19T19:35:54.126,742
+86 521 724 9687,customers,+81 308 988 7153,2018-08-11T23:53:22.148,6152
+355 556 407 0145,people,+86 922 760 0418,2018-08-13T20:21:35.245,2936
+86 172 496 6097,people,+30 473 253 7585,2018-07-11T07:40:02.487,806
+31 461 329 9985,people,+351 193 656 5262,2018-06-14T06:58:07.854,13
+63 390 716 1146,people,+54 551 794 1201,2018-07-03T20:53:04.295,106
+49 686 145 1656,customers,+63 958 715 1786,2018-06-15T08:24:59.365,5986
+380 193 998 0755,people,+86 359 390 9829,2018-08-05T21:34:25.582,2226
+62 235 664 6205,customers,+31 461 329 9985,2018-07-29T08:37:53.475,3086
+86 682 953 4286,customers,+62 441 776 5105,2018-06-06T02:52:33.747,2683
+255 288 243 6585,customers,+81 746 154 2598,2018-06-16T22:16:49.595,5587
+686 141 630 2349,people,+967 190 245 1537,2018-08-11T06:47:59.946,3011
+351 149 297 1404,people,+86 701 269 0124,2018-06-26T23:48:48.349,105
+7 371 758 4851,people,+86 970 353 1268,2018-07-19T09:37:10.946,1144
+66 615 504 8426,customers,+880 194 102 3763,2018-08-18T05:27:32.261,6814
+45 792 227 1110,people,+370 880 337 1744,2018-08-01T19:25:47.591,1159
+63 390 716 1146,people,+507 317 464 4324,2018-08-04T22:26:48.228,96
+86 262 669 5847,people,+1 202 257 7864,2018-08-23T05:33:45.493,120
+63 815 962 6097,people,+261 592 150 8648,2018-08-02T11:51:21.312,512
+62 493 645 0239,people,+351 478 892 3904,2018-06-10T17:04:47.638,127
+62 728 538 7442,people,+351 174 748 3855,2018-07-05T12:11:06.497,74
+47 287 788 2428,people,+967 362 261 2147,2018-08-31T05:31:35.527,1169
+880 194 102 3763,people,+380 536 814 3789,2018-08-05T05:14:09.302,1041
+351 149 297 1404,people,+212 180 649 3257,2018-07-13T14:12:14.346,584
+62 493 645 0239,people,+86 825 153 5518,2018-09-04T09:36:13.221,661
+7 722 998 0596,people,+33 275 806 4842,2018-08-30T18:36:50.929,15
+30 328 155 8097,customers,+98 238 641 5078,2018-08-26T15:21:54.083,5110
+95 983 880 9416,customers,+389 785 553 2178,2018-08-08T08:15:52.192,5502
+86 172 496 6097,people,+351 960 435 4039,2018-08-18T10:04:22.331,119
+1 384 132 9095,people,+351 272 414 6570,2018-06-20T17:58:10.290,11
+7 235 325 7495,people,+86 608 352 6646,2018-08-10T01:45:22.090,14
+62 163 815 9844,people,+86 366 795 3504,2018-07-23T01:09:37.861,53
+48 708 591 4609,customers,+216 124 435 9613,2018-08-14T02:44:51.427,5646
+30 328 155 8097,people,+351 861 789 1765,2018-06-18T18:58:23.408,60
+63 958 715 1786,people,+86 437 159 4156,2018-06-08T10:01:37.491,83
+7 371 758 4851,people,+86 241 252 5167,2018-09-02T02:29:30.889,80
+1 210 254 8475,people,+351 964 407 2558,2018-07-02T02:52:22.369,1761
+49 686 145 1656,people,+46 918 610 6530,2018-07-11T08:41:26.171,429
+57 876 719 4988,people,+86 145 764 6894,2018-06-25T07:33:18.454,1771
+57 876 719 4988,people,+86 163 534 8518,2018-08-21T00:38:41.429,38
+48 708 591 4609,people,+30 588 989 7601,2018-06-06T06:49:38.500,748
+86 172 496 6097,people,+86 848 470 7531,2018-07-03T16:51:04.646,2232
+7 690 597 4443,people,+62 740 670 2621,2018-06-22T08:11:56.475,696
+86 939 147 9288,people,+971 477 289 5571,2018-09-04T02:13:41.368,158
+63 408 206 3263,people,+48 415 130 4060,2018-08-08T15:31:37.006,144
+7 884 177 0089,people,+387 204 285 8067,2018-07-18T09:50:04.924,2181
+33 899 450 7675,people,+7 134 869 6173,2018-09-01T01:25:03.784,131
+51 415 553 5490,people,+374 758 876 6667,2018-08-02T19:48:35.450,226
+86 172 496 6097,people,+66 435 621 0363,2018-08-04T09:18:38.308,503
+86 467 545 3578,people,+63 585 918 6925,2018-07-21T11:54:13.900,174
+62 828 512 9172,people,+86 528 326 7970,2018-07-29T16:44:53.145,805
+7 371 758 4851,people,+33 118 160 3538,2018-06-19T09:44:23.820,178
+86 262 669 5847,customers,+62 235 664 6205,2018-07-08T11:08:19.207,5871
+46 983 626 0444,people,+81 928 887 8969,2018-06-12T07:19:10.778,141
+81 746 154 2598,people,+7 418 775 0946,2018-08-04T19:07:52.637,176
+86 172 496 6097,people,+353 814 506 4700,2018-07-05T21:29:30.524,73
+66 406 272 0080,people,+62 222 827 2055,2018-07-21T13:55:50.152,126
+33 789 705 4973,people,+375 929 904 4126,2018-06-10T05:22:52.514,137
+86 682 953 4286,people,+86 528 326 7970,2018-08-11T10:35:20.294,169
+370 351 224 5176,people,+249 672 592 1575,2018-07-01T01:55:58.278,143
+86 172 496 6097,people,+86 940 564 9262,2018-07-22T20:21:35.114,404
+63 354 310 6825,people,+86 892 682 0628,2018-08-15T22:05:41.513,2554
+66 406 272 0080,people,+48 327 319 3731,2018-07-19T12:01:02.002,55
+51 415 553 5490,people,+371 496 261 5112,2018-07-22T08:34:42.879,792
+86 231 940 5196,people,+48 415 130 4060,2018-06-07T17:45:35.860,69
+880 194 102 3763,people,+62 541 969 0814,2018-07-28T07:41:27.311,962
+54 398 559 0423,people,+86 608 352 6646,2018-08-07T21:06:23.175,945
+355 556 407 0145,customers,+46 946 207 0186,2018-06-16T09:31:52.385,6265
+62 587 949 6348,people,+86 323 137 2175,2018-06-13T02:23:23.482,172
+55 316 423 7951,customers,+7 884 177 0089,2018-07-08T21:21:50.737,4311
+62 235 664 6205,people,+86 945 491 4744,2018-06-04T19:33:11.527,137
+1 136 994 5079,people,+353 297 144 2317,2018-09-02T17:36:51.832,1081
+62 493 645 0239,people,+66 476 694 0263,2018-08-19T07:28:04.121,71
+55 125 114 0729,people,+235 930 965 2190,2018-07-22T00:56:48.283,91
+55 316 423 7951,people,+54 551 794 1201,2018-09-01T23:47:30.127,19
+33 789 705 4973,people,+51 886 864 7025,2018-06-24T20:49:06.513,70
+55 125 114 0729,people,+48 327 319 3731,2018-07-04T01:12:28.565,768
+62 421 486 9194,customers,+46 946 207 0186,2018-07-14T21:31:33.934,6061
+81 746 154 2598,people,+351 478 892 3904,2018-08-09T12:00:20.637,136
+86 172 496 6097,people,+63 705 641 2260,2018-07-13T02:54:48.782,66
+62 163 815 9844,people,+33 739 275 6004,2018-06-05T15:57:40.405,93
+7 371 758 4851,people,+7 383 439 7314,2018-08-14T16:08:34.902,172
+33 789 705 4973,people,+63 585 918 6925,2018-06-28T17:15:59.848,83
+62 362 318 0581,people,+86 940 564 9262,2018-06-13T16:59:07.910,76
+7 454 540 0474,people,+48 981 709 9977,2018-07-31T14:32:25.185,3575
+351 149 297 1404,people,+86 868 734 5069,2018-07-21T17:12:57.618,117
+1 253 601 5208,customers,+30 328 155 8097,2018-06-20T01:21:11.819,1453
+98 238 641 5078,people,+86 327 481 6517,2018-09-01T10:58:50.568,203
+62 587 949 6348,people,+62 713 224 9007,2018-08-14T23:14:56.103,353
+63 631 854 2672,people,+7 250 295 1424,2018-08-04T20:50:27.114,116
+7 722 998 0596,people,+7 636 684 8842,2018-09-01T15:15:55.143,59
+63 631 854 2672,people,+62 541 969 0814,2018-06-12T05:05:45.410,76
+54 890 522 5284,people,+507 317 464 4324,2018-06-25T19:11:58.165,561
+62 163 815 9844,people,+234 772 990 8535,2018-08-15T18:22:23.132,86
+58 309 892 3683,people,+57 609 779 5176,2018-06-09T17:14:25.408,742
+52 345 844 0838,people,+84 376 781 0709,2018-08-18T01:57:51.789,1096
+57 876 719 4988,people,+63 536 683 3262,2018-08-14T08:47:28.527,388
+58 107 155 8233,customers,+63 815 962 6097,2018-07-10T14:18:03.812,5132
+55 316 423 7951,customers,+62 477 203 1324,2018-07-16T04:22:37.463,2002
+47 287 788 2428,people,+54 805 631 3053,2018-06-17T16:59:05.596,2938
+1 424 265 8640,people,+55 685 314 9379,2018-06-20T11:16:16.355,404
+850 471 675 1116,customers,+374 531 732 9074,2018-07-20T20:17:12.351,6034
+62 635 323 3882,people,+86 133 217 5321,2018-08-04T12:15:05.576,40
+380 193 998 0755,people,+51 342 271 7550,2018-07-04T20:07:41.859,107
+1 210 254 8475,people,+7 457 874 9277,2018-07-12T08:52:16.900,102
+351 699 781 7790,people,+55 685 314 9379,2018-08-30T08:40:31.576,16
+86 467 545 3578,customers,+52 345 844 0838,2018-07-14T22:03:59.843,1499
+1 210 254 8475,people,+86 133 298 2856,2018-07-17T00:26:33.321,127
+7 690 597 4443,customers,+880 194 102 3763,2018-07-27T22:19:34.432,2354
+63 354 310 6825,people,+62 820 550 8107,2018-08-27T17:18:42.053,187
+81 746 154 2598,customers,+66 615 504 8426,2018-08-11T01:14:24.093,4395
+86 521 724 9687,customers,+374 531 732 9074,2018-07-29T16:08:49.160,1605
+81 153 962 4648,people,+358 500 913 8251,2018-07-13T15:28:58.116,1035
+86 467 545 3578,people,+351 883 581 3751,2018-07-03T22:12:09.834,134
+1 384 132 9095,people,+7 589 569 5267,2018-07-23T01:31:47.423,24
+62 107 530 7500,customers,+86 467 545 3578,2018-06-16T22:04:27.545,9067
+7 884 177 0089,people,+86 359 390 9829,2018-08-08T14:34:32.880,218
+48 503 552 2864,people,+963 581 584 9910,2018-08-13T15:15:50.314,86
+86 682 953 4286,people,+351 193 656 5262,2018-08-21T11:52:57.310,978
+62 691 123 7989,people,+1 929 196 9254,2018-07-07T09:14:45.028,43
+55 595 171 0583,people,+86 701 269 0124,2018-08-15T01:02:30.531,490
+62 429 757 5087,customers,+33 899 450 7675,2018-06-11T15:38:27.524,3265
+63 631 854 2672,people,+27 117 258 4149,2018-07-20T14:22:35.570,140
+355 556 407 0145,customers,+255 288 243 6585,2018-08-23T07:31:42.113,5068
+47 287 788 2428,people,+63 735 226 4468,2018-06-12T02:49:18.298,62
+31 461 329 9985,people,+33 596 442 8992,2018-08-11T05:48:32.794,3457
+63 815 962 6097,people,+420 889 439 6249,2018-07-22T10:29:42.499,491
+62 828 512 9172,customers,+48 605 399 6898,2018-09-04T09:40:20.199,6204
+86 369 549 0595,customers,+686 141 630 2349,2018-07-15T15:00:09.988,1262
+49 106 684 3294,people,+63 568 308 7439,2018-06-13T20:08:45.347,248
+850 471 675 1116,customers,+63 815 962 6097,2018-06-07T11:54:06.217,4122
+62 429 757 5087,people,+62 533 266 3426,2018-08-10T11:32:49.840,80
+1 662 380 0589,people,+62 561 742 2917,2018-09-03T07:56:39.014,165
+591 948 181 0275,people,+84 226 135 9243,2018-06-23T12:15:10.084,110
+51 901 242 0584,people,+86 837 934 2184,2018-07-07T10:15:41.018,1063
+51 415 553 5490,people,+353 297 144 2317,2018-08-30T15:23:08.393,29
+49 106 684 3294,people,+57 555 972 0633,2018-07-30T15:38:10.752,334
+351 543 997 4318,people,+7 282 110 8736,2018-08-10T03:02:34.203,115
+86 231 940 5196,people,+63 808 497 1769,2018-06-06T17:50:42.558,199
+850 471 675 1116,people,+86 573 203 6463,2018-06-13T03:12:14.612,51
+62 429 757 5087,customers,+86 939 147 9288,2018-06-25T06:31:36.924,4252
+86 682 953 4286,people,+380 631 874 7782,2018-08-21T12:13:40.997,168
+33 789 705 4973,people,+86 183 374 6732,2018-06-30T10:58:52.661,706
+63 408 206 3263,people,+27 117 258 4149,2018-06-13T21:15:05.128,2973
